,soft_id,geneOntology,uniprot,ensemble human,entrez gene,ncbi,GSM433776,GSM433777,GSM433778,GSM433779,GSM433780,GSM433781,GSM433782,GSM433783,GSM433784
3872733,3872733,GO:0008270,Q86UD4,ENSG00000181894,79673,,8.993140183,9.104501818,9.163418887,8.953910014,9.171609753,9.144749407,9.379632594,9.223674302,9.088419638
3783723,3783723,GO:0016874,Q96EQ8,ENSG00000101695,54941,,8.724157946,8.948585392,8.795708448,8.480682732,8.847245873,8.86845164,8.856751495,8.804867384,8.64139846
3934529,3934529,GO:0005198,A8MW19,ENSG00000175894,54084,,8.862258037,8.642214349,8.669206339,8.787332878,8.734717061,8.640132491,8.687217827,8.976657725,8.771985072
3550278,3550278,GO:0007204,P30411,ENSG00000168398,624,,8.508886933,8.462107437,8.507242134,8.622874364,8.430788781,8.401863989,8.386740973,8.68831296,8.464511974
3142519,3142519,GO:0008270,E5RIH7,ENSG00000104231,79752,,10.01405062,9.594994829,11.12533984,9.956076464,9.485239821,9.755234483,10.09621569,9.582163119,9.940236071
3868876,3868876,GO:0008233,Q5BQ95,ENSG00000167759,26085,,8.824295214,8.590993691,8.612344682,8.658313157,8.63871077,8.593495303,8.603747104,8.875368869,8.777558333
3800779,3800779,GO:0006281,Q5FWF5,ENSG00000141446,114799,,8.691578047,8.839176871,9.468493663,8.857294894,9.869512704,9.002954901,9.304100331,8.755617237,9.229290295
3450234,3450234,GO:0003674,Q99959,ENSG00000057294,5318,,8.624915795,8.520892351,8.491183722,8.749006925,8.531427748,8.511144463,8.524380182,8.665216626,8.596376776
3815233,3815233,GO:0008233,B2MUD5,ENSG00000197561,1991,,9.410131057,9.107296107,9.004614817,9.255270809,9.195439346,9.065230726,9.01293206,9.537346626,9.461975843
3406880,3406880,GO:0048015,O75747,ENSG00000139144,5288,,8.320141259,8.295265875,8.263777237,8.29736971,8.287885239,8.274994159,8.296942665,8.354958089,8.280483642
3978999,3978999,GO:0005886,Q9UHD9,ENSG00000188021,29978,,9.420774169,9.28321838,9.402180658,9.277627944,9.42277019,9.210771062,9.267490381,9.289963143,9.243063692
3687405,3687405,GO:0005783,Q71RH2,ENSG00000149926,83723,,9.377593155,8.910106249,8.826749022,8.895630472,9.038980593,8.898678416,8.838218888,9.479062449,9.156885922
3045570,3045570,GO:0016563,C1INI4,ENSG00000164532,57057,,8.614033998,8.521786242,8.532923386,8.633635617,8.568132523,8.485478888,8.527114598,8.688565352,8.621111625
3830662,3830662,GO:0005886,O00322,ENSG00000226510,11045,,8.586886277,8.422048849,8.483263851,8.533898592,8.586985661,8.557148609,8.622468233,8.678095252,8.524289065
3339230,3339230,GO:0008270,Q9NUW5,ENSG00000137522,55298,,9.330615901,9.447047272,9.690047222,9.734406356,9.499915332,9.440120949,9.37563673,9.439646394,9.194175964
2562435,2562435,GO:0006629,P07988,ENSG00000168878,6439,,8.856661558,8.718470896,8.645532335,8.757984856,8.796390103,8.707532283,8.692076003,8.938574749,8.786428178
3767339,3767339,GO:0005886,Q14344,ENSG00000120063,10672,,10.27645145,9.932255399,9.848470125,9.79235581,10.0680817,9.717838615,10.05113939,9.794982164,10.01882008
2599303,2599303,GO:0005886,P25024,ENSG00000163464,3577,,8.460940149,8.449935132,8.391746655,8.420256321,8.431129907,8.448065249,8.401898744,8.530743158,8.459530552
2460296,2460296,GO:0050731,B0ZBE2,ENSG00000135744,183,,8.695406621,8.627462971,8.816998364,8.681942895,8.721918682,8.552379812,8.674730953,8.733198974,8.764016494
2478269,2478269,GO:0016020,Q8NBL3,ENSG00000152154,130733,,8.895759793,8.694423887,8.715063779,8.877845405,8.693417511,8.795049863,8.691371872,8.862070516,8.818523863
2986546,2986546,GO:0008270,Q58HN0,ENSG00000071994,5134,,9.212315737,9.323594263,9.014533041,9.148923228,9.184473895,9.213522996,9.107214042,9.130850018,9.326359261
3378758,3378758,GO:0019221,B4DNT4,ENSG00000175505,23529,,9.218752415,8.855114365,8.837634862,9.317241186,8.87042568,8.857767199,8.814671252,9.778310687,9.085157809
3453951,3453951,GO:0005515,Q86Z23,ENSG00000186897,338761,,9.274791459,9.082343334,9.06073023,9.000892658,9.087065729,9.19276071,9.194716733,9.243900618,9.277694766
3267314,3267314,GO:0006457,O95817,ENSG00000151929,9531,,9.390979203,9.337817597,9.65645116,10.0562532,9.296887368,9.211733559,9.408343736,9.386984305,9.556801062
2423829,2423829,GO:0007266,Q52LW3,ENSG00000137962,9411,,8.745035693,8.41485166,8.563795016,9.288587593,8.984887865,8.460867803,8.454602528,8.52711245,9.27539521
3852381,3852381,GO:0005515,Q6PEZ8,ENSG00000132000,79883,,8.834939219,8.660406177,8.597337884,8.661250758,8.68044763,8.617071359,8.597100737,8.970921245,8.753280825
2987632,2987632,GO:0005216,Q9C0H2,ENSG00000136295,80727,,10.51821143,10.47548606,9.634263786,9.501327954,10.15789012,10.03570743,9.747889642,9.816145685,9.654102464
2971678,2971678,GO:0017111,B9DI74,ENSG00000111877,254394,,8.72060969,8.834275637,8.748505616,8.937318049,8.980226671,8.754159437,8.64557939,8.837643619,8.790759528
3502156,3502156,GO:0015914,Q5T556,ENSG00000068650,23250,,9.268208587,9.755059526,9.045381566,8.981154296,9.010694048,8.990081539,8.958223555,9.024126657,9.586249618
3729123,3729123,GO:0003676,Q8IX18,ENSG00000108406,79665,,9.43681014,9.28133226,9.530261655,9.441793767,9.735503138,10.1155649,9.664872144,9.278683827,9.580406143
2463173,2463173,GO:0030509,Q9H772,ENSG00000180875,64388,,8.903335488,8.793013542,8.716417481,8.951037606,8.719901079,8.68429522,8.726575949,8.862729382,8.829848813
3994158,3994158,GO:0016020,Q8N0W7,ENSG00000176988,158521,,8.654994978,8.518228964,8.444387332,8.508344033,8.603429736,8.49730087,8.426933204,8.680700543,8.556060448
3821121,3821121,,P0C7I6,ENSG00000183401,126075,,8.821052528,8.64049992,8.67454757,8.622919929,8.714369628,8.673395888,8.627298977,8.877419417,8.688717299
3433929,3433929,GO:0005634,A7MD48,ENSG00000139767,84530,,8.927732216,8.753942027,8.681160758,8.803801122,8.772198371,8.74144991,8.689448108,9.07670585,8.899414273
3275922,3275922,GO:0007596,Q5JUN8,ENSG00000065675,5588,,8.531278885,8.46432438,8.474053594,8.548249378,8.489220048,8.444710221,8.437213864,8.592686852,8.503731858
2562031,2562031,GO:0016020,C9IYB5,ENSG00000186854,129293,,8.835620613,8.734228441,8.683673905,8.684906212,8.98358478,8.677558037,8.734237435,8.889394784,9.103663995
3316375,3316375,GO:0005886,A8MVV6,ENSG00000214063,7106,,10.43679311,9.824256556,9.925792644,9.886213255,10.20674253,10.02596782,10.25353042,9.777758572,9.849524698
3201178,3201178,GO:0007596,Q9UMJ2,ENSG00000234829,3452,,8.193446853,8.13820523,8.190456186,8.1919809,8.145697417,8.139682648,8.094304694,8.178313043,8.144061025
2733928,2733928,GO:0005737,D6RFN0,ENSG00000138663,51138,,9.234050234,9.148332118,9.419988072,9.114868959,9.204855877,9.202120086,9.361949528,8.753571477,9.194032697
3322824,3322824,GO:0016616,Q6ZMR3,ENSG00000166800,160287,,8.633182274,8.539164255,8.491684803,8.507829717,8.547256877,8.514796509,8.507209342,8.694614112,8.610082796
3577360,3577360,GO:0043495,Q86XR5,ENSG00000175785,145270,,8.896163398,8.93424886,8.687834309,8.809707298,8.806554244,8.862081397,8.791940367,8.951980894,8.829754667
3709838,3709838,GO:0045773,O95631,ENSG00000065320,9423,,9.546276176,9.318306138,9.145751828,9.199968377,9.23603668,9.161945913,9.109468507,9.482595157,9.39930883
3233119,3233119,GO:0004033,Q96SD9,ENSG00000196139,8644,,8.347792738,8.286533791,8.330480639,8.43092695,8.339829756,8.221315113,8.376104585,8.400012302,8.357544488
3780287,3780287,GO:0004482,Q9UEB8,ENSG00000101654,8731,,8.914652375,9.074781068,9.548795339,8.897381754,9.225848324,9.318137437,10.01638155,9.324440293,9.163734735
2679864,2679864,GO:0051437,C9J7B7,ENSG00000163636,9861,,9.64214239,10.18559534,9.93958585,9.421068218,9.918958748,9.867266201,9.865634736,9.527079988,10.30732562
3732885,3732885,GO:0007596,P10644,ENSG00000108946,5573,,11.11474841,11.02111672,11.17135106,10.83099974,11.25407896,10.70612183,11.22935133,10.63364449,10.92960824
2917914,2917914,GO:0016874,B7ZAY8,ENSG00000014123,23376,,8.826146559,9.094176774,9.011201828,9.162999288,9.481364879,10.22640396,9.198363804,8.791924772,9.6997674
3135184,3135184,GO:0007507,Q8TDY2,ENSG00000023287,9821,,8.902939403,9.014562495,9.91588813,9.237485554,9.281059539,9.405607119,9.374364007,9.183319166,9.304072889
3074857,3074857,GO:0001503,P21246,ENSG00000228031,5764,,8.482145084,8.416325805,8.432734054,8.443680895,8.43558214,8.385390722,8.397527105,8.499640208,8.428981792
2644702,2644702,GO:0005737,C9JDZ2,ENSG00000158234,55179,,8.525618897,8.637942412,8.632111936,8.740338081,8.573837383,8.545727611,8.598654444,8.622433825,8.545286676
2440812,2440812,GO:0055086,Q5VTH2,ENSG00000188931,6241,,8.586721384,8.694173156,8.571133232,8.635609417,8.522010467,8.805289554,8.668732665,8.591993191,8.726883981
3578278,3578278,,Q96BY7,ENSG00000066739,55102,,8.899358859,8.877002386,9.088706084,9.071847757,9.377851138,9.24935553,9.402155931,8.989909138,8.946409976
3883971,3883971,GO:0003674,Q5QPG6,ENSG00000101084,55969,,9.945776639,10.10169137,9.619262426,9.695728494,9.796394262,9.969289021,9.797616211,9.819086042,9.617655558
3994231,3994231,GO:0007420,B4DXD5,ENSG00000155966,2334,,8.673163047,8.668985909,8.645119448,8.590000925,8.546834186,8.500254969,8.720736907,8.679756265,8.660441106
3751164,3751164,GO:0050662,Q6UX07,ENSG00000167536,147015,,9.764443296,9.436695532,9.492872341,9.372564605,9.515675659,9.421002194,9.43162474,9.634596158,9.507031334
3045004,3045004,GO:0055086,Q9H0P0,ENSG00000122643,51251,,9.141591102,9.544305106,9.946432198,9.098025013,9.866947316,10.10377683,9.917576677,9.280587995,9.359404268
3375935,3375935,GO:0015018,B7ZAB3,ENSG00000149541,26229,,9.343034136,9.373556851,9.837814425,9.188998353,9.325347869,9.695096999,9.451664399,9.505496604,9.392359877
2479943,2479943,GO:0007275,O95343,ENSG00000138083,6496,,9.302525696,9.182499379,9.044489843,9.17119253,9.114404335,9.066680813,9.165150822,9.400911089,9.219230571
3214359,3214359,GO:0016829,B4DYI6,ENSG00000148090,549,,8.945989478,8.851429473,9.192968197,9.333859483,9.068900927,9.051045934,9.15496625,8.961637804,9.125164814
3744039,3744039,GO:0016192,Q9Y5R8,ENSG00000170043,58485,,10.11565506,9.893724615,9.931747813,10.25957907,10.4526658,9.97908916,10.72939016,9.59736869,10.29407521
3148871,3148871,GO:0005737,B7Z4D2,ENSG00000147642,55638,,8.926887825,8.79439891,8.821479819,8.821376171,8.849536438,8.816317101,8.740633617,8.909459883,8.866504797
2676927,2676927,GO:0005783,Q9Y6D0,ENSG00000218761,100129085,,8.942833133,9.182910316,9.127423227,8.896706751,9.103104482,9.247467613,9.276194564,9.012004525,9.166198488
3140640,3140640,GO:0005622,E5RJN7,ENSG00000040341,27067,,8.782556366,9.020501192,9.804947221,9.061757479,9.056166026,9.030284222,9.104846182,8.754542375,8.857703139
2808748,2808748,GO:0016757,D6RBJ2,ENSG00000151883,79668,,9.022106503,9.508841608,9.865730062,8.533867469,8.890328113,8.892087415,8.554839295,9.182441942,8.949468302
2875384,2875384,GO:0050731,P05113,ENSG00000113525,3567,,8.264783756,8.264061264,8.218626496,8.236929499,8.233894786,8.224314398,8.289641398,8.318537569,8.321920528
3362096,3362096,,Q9NQ32,ENSG00000176029,56673,,8.748024204,8.616146538,8.618267867,8.609068919,8.62767136,8.646561567,8.636304998,8.83091273,8.706890658
2512701,2512701,GO:0008233,Q96DE8,ENSG00000115233,10213,,9.893800146,10.25424523,9.950819638,10.13037009,10.09002194,9.981094703,9.831728513,9.457053046,9.593212038
3727510,3727510,GO:0005737,B5MCT9,ENSG00000166263,252983,,8.672980328,8.726691729,8.61863049,8.836764157,8.684472445,8.643148714,8.590754471,8.499179482,8.585784573
3332204,3332204,GO:0005576,Q86WS3,ENSG00000214788,255649,,8.296431472,8.250785603,8.291799387,8.229115259,8.319597017,8.27986516,8.248449956,8.344242532,8.256164912
3258444,3258444,GO:0005815,C9IYN4,ENSG00000138180,55165,,8.910620133,9.133864977,8.847277228,9.361143428,8.926372283,8.856844086,8.948316786,8.828958776,8.972372297
3454576,3454576,GO:0008270,P49281,ENSG00000110911,4891,,9.5525237,9.188345863,9.737580542,9.187172327,9.830347211,9.8911147,9.845104184,9.095055869,9.399606635
3552103,3552103,,,ENSG00000214548,,,8.887236887,8.675931413,8.617922747,8.982603713,8.776024025,8.649092559,8.619702255,9.024343805,9.065385564
3765642,3765642,GO:0031965,Q9H0H0,ENSG00000108506,57508,,8.942631639,9.096643261,9.025552399,9.24329342,9.196131272,9.580815663,9.039597658,8.846041152,8.833455117
3764592,3764592,GO:0005737,Q8IWB6,ENSG00000227324,56155,,8.709593643,8.371617405,8.361079959,8.384843418,8.378557343,8.750181013,8.370395279,8.492445757,8.419312281
2331178,2331178,GO:0005747,Q6IBA0,ENSG00000168653,4725,,11.75320614,10.92664908,11.43946277,11.37345277,11.69385795,11.2756754,11.40330581,10.11465819,11.16989167
2867788,2867788,GO:0051537,D6RJG8,ENSG00000175449,83890,,8.273802854,8.253444005,8.273012279,8.212564809,8.283312219,8.242494957,8.261242295,8.295451144,8.259345884
2567447,2567447,GO:0032313,O95759,ENSG00000204634,11138,,9.071129744,9.501317505,9.270882574,9.823752746,8.85929041,9.27450129,9.212247301,9.465278048,9.386861855
3470549,3470549,GO:0015629,B7Z9V0,ENSG00000110880,23603,,11.43202099,11.08473152,11.99494432,11.42265254,11.71361673,11.54751366,11.89454053,11.23906048,11.59077194
2469696,2469696,,Q96LR7,ENSG00000150873,130813,,8.826122598,8.763262727,8.733776368,8.783381762,8.809603586,8.729786058,8.738759942,8.965932474,8.825146197
3417457,3417457,GO:0030898,B7Z6Z4,ENSG00000092841,4637,,11.57481119,10.55406734,11.38478191,11.83237714,11.04746111,10.70700339,11.61432039,10.75136947,11.23569246
2690715,2690715,GO:0005886,C9JBA5,ENSG00000144847,152404,,9.517548052,9.646789623,9.833976873,8.813683936,9.620778817,9.795641573,9.196062665,9.148750574,9.446497503
3835208,3835208,GO:0008270,Q9UIE0,ENSG00000159882,7773,,8.547426577,8.6809916,9.046631785,8.800889535,8.942687294,9.075991557,8.948898673,8.771492492,8.69227303
3009229,3009229,GO:0005506,C9JU80,ENSG00000235090,5447,,9.683522068,9.727388288,9.15175626,9.168876367,9.48579136,9.999498153,9.261566992,9.287011854,9.55614151
2933392,2933392,GO:0007420,Q5TA15,ENSG00000078269,8871,,8.793188324,9.022933287,8.7642734,9.36890725,8.846501469,8.980302427,8.752577672,9.29209593,8.855940336
3860261,3860261,GO:0003676,E5RHW1,ENSG00000161277,199745,,9.067406294,8.830538321,8.720251983,8.908849042,8.91086356,8.815228092,8.823662768,9.144134017,8.938319261
2548459,2548459,GO:0005488,C9J9W7,ENSG00000115816,10153,,8.867258753,9.139014022,9.140788589,9.140749747,9.004773898,9.48534646,9.054469517,8.927318176,8.950711175
3974838,3974838,GO:0004004,B4DLU5,ENSG00000215301,1654,,9.678759801,10.10197038,10.13660803,9.966159263,10.22049391,9.762685358,9.75903907,9.220419808,9.747158753
3518940,3518940,GO:0007275,Q01851,ENSG00000152192,5457,,9.155498908,9.075766545,9.02975397,8.917561017,9.00329143,8.793573742,8.750616322,9.110654392,9.068686776
3063035,3063035,GO:0005794,C9JQV5,ENSG00000166448,222865,,8.913478016,8.734751787,8.691908227,8.7842694,8.775634592,8.726481053,8.782276596,8.966741126,8.831603662
3968833,3968833,GO:0007275,C9JKR8,ENSG00000005302,10943,,8.792073465,8.738543394,8.848802287,8.77186018,8.843606836,8.853875948,8.83372562,8.722901002,8.791822257
3976848,3976848,GO:0008270,C9JEF4,ENSG00000094631,10013,,9.142713653,8.968328418,8.947705686,8.913793627,8.987476196,9.159116359,9.104749583,9.110818764,9.071604422
3456592,3456592,GO:0006281,D6RI04,ENSG00000123415,23583,,9.262047805,8.994009377,8.973177962,8.780186402,8.975294435,9.004366903,9.160685617,8.938912549,8.916482968
3120008,3120008,GO:0004527,Q9NPD3,ENSG00000178896,54512,,9.608935974,9.51844882,9.645600717,9.093334222,9.245083196,9.271900245,9.230119998,9.417699054,9.535963751
2395146,2395146,GO:0005887,Q07011,ENSG00000049249,3604,,8.559354449,8.456215651,8.496395452,8.750005134,8.484030365,8.472862478,8.467370842,8.664399974,8.498306778
3369249,3369249,GO:0010510,Q96GX9,ENSG00000110435,51074,,9.001189801,9.276370229,9.43948623,9.159263598,9.293890885,8.994671436,9.575537862,9.082175035,8.778295145
3761959,3761959,GO:0005459,D6RF81,ENSG00000121073,10237,,9.884273759,10.38558044,9.915332896,9.604053655,10.09243553,9.747975562,9.859371652,9.349395436,9.288627581
3099750,3099750,GO:0030036,B2R5Q7,ENSG00000137575,6386,,11.41259944,11.46038478,11.98967748,10.34243512,11.66990656,10.99052106,11.42000774,10.12364656,11.8857673
3392957,3392957,GO:0050750,C9JZZ0,ENSG00000110243,116519,,8.84509461,8.661066633,8.642980326,8.643524514,8.684935097,8.610078401,8.633510128,8.919576417,8.751253509
2391840,2391840,GO:0007204,Q71UM6,ENSG00000078369,2782,,11.48533307,11.38861699,11.28154706,11.63313215,11.47952052,11.14822551,11.30417555,11.56007284,11.18328297
3094778,3094778,GO:0019904,E5RFM9,ENSG00000147526,6867,,9.306922648,9.246564188,9.23823518,9.032867509,9.424018369,9.341506472,9.199311244,9.030509538,9.586427393
3829964,3829964,GO:0008270,P17039,ENSG00000168661,90075,,8.452653614,8.457782895,8.60440799,8.702793483,8.579008,8.573269495,8.560217717,8.503789351,8.563418808
2907415,2907415,GO:0003735,B7Z4G0,ENSG00000146223,285855,,10.04733613,10.32305875,10.67936391,10.22123678,9.927854262,10.53950022,10.47418161,10.46062975,10.20107964
3228582,3228582,,,ENSG00000175164,,,9.154611242,8.838831236,8.792357697,8.88729844,8.878100039,8.77125682,8.768248345,9.266712207,9.086700413
3784509,3784509,GO:0008270,,ENSG00000253375,,,8.660787627,8.827699339,8.950457204,8.587987025,8.821409261,8.593673214,8.784999899,8.470346831,8.538914153
2558976,2558976,GO:0005739,Q96PE7,ENSG00000124370,84693,,8.578504106,8.619881663,8.687912672,8.598808553,8.62828444,8.673796882,8.663431282,8.661531087,8.682393391
4026722,4026722,GO:0045926,P51553,ENSG00000067829,3421,,10.23154919,9.883841463,9.741765685,9.82770089,9.584311457,9.546382873,9.881246551,9.80042776,10.84033547
3662808,3662808,GO:0005886,Q9Y653,ENSG00000205336,9289,,10.52328245,11.24813764,11.34105754,9.006427101,10.84747031,11.71645841,11.13893155,9.458663809,11.18409232
3996381,3996381,GO:0005215,A6QRJ1,ENSG00000071553,537,,11.06959055,10.43419832,10.65469273,9.836677973,11.44323812,11.28410466,11.5317359,10.11439464,11.28033029
2940920,2940920,GO:0005634,C9J1V9,ENSG00000124802,9521,,8.868684203,9.105676286,9.279874368,9.064983971,9.005458023,9.154808377,8.983556165,8.788781249,8.753667464
3060117,3060117,GO:0005886,A8HT68,ENSG00000005471,5244,,8.578857403,8.346768813,8.602054192,8.399100043,8.383861544,8.383878283,9.035524542,8.827616488,8.500962684
2337003,2337003,GO:0003735,A6NHR2,ENSG00000116221,51253,,10.97186066,10.33472829,10.09859565,10.1308918,10.29408755,10.2986389,10.34138784,9.996564515,10.28179762
3888721,3888721,GO:0008270,B4DSN5,ENSG00000196396,5770,,9.725044168,9.600042536,9.590561695,9.902373826,9.467288741,9.756766113,9.402916291,9.498521534,9.596208414
3707175,3707175,GO:0005887,O14894,ENSG00000142484,9032,,9.205911347,8.972641194,8.88688872,8.954095381,9.032483329,8.890614043,8.855679479,9.350321989,9.105053753
2733202,2733202,,,ENSG00000251321,,,8.246518378,8.287300505,8.171217273,8.274633089,8.259837349,8.250328637,8.170933919,8.252268986,8.177679726
3011409,3011409,,Q96NL0,ENSG00000105784,154661,,8.532802969,8.566700134,8.450839346,8.462479931,8.560623445,8.467440251,8.515770449,8.51813974,8.558670142
3723572,3723572,GO:0005576,Q96LR1,ENSG00000167159,,,8.964262154,8.715610565,8.66482604,8.73024695,8.730171787,8.651183439,8.674379683,8.992520727,8.866368015
2401609,2401609,GO:0006637,B1AK13,ENSG00000117305,3155,,9.477554354,9.216675116,9.720138505,9.478946706,9.347660699,10.03438759,10.3180199,8.931702193,9.419086947
3259610,3259610,GO:0003735,P40429,ENSG00000142541,23521,,12.65974368,12.10847995,12.85173646,12.79966225,12.49919323,12.22000908,12.90898158,12.95836686,12.81939161
2621647,2621647,GO:0005515,Q494Z0,ENSG00000164049,285231,,8.420291793,8.357929411,8.342725641,8.42458292,8.402655857,8.37558291,8.357296944,8.476996815,8.37907953
3652867,3652867,GO:0005216,A5X2V1,ENSG00000166828,6340,,8.642801014,8.524901542,8.507355991,8.545493845,8.566832036,8.499153442,8.519623296,8.705844548,8.637670504
2693332,2693332,GO:0016757,Q6GMV1,ENSG00000189366,200810,,9.870156703,9.819372214,9.539807717,9.457959948,10.0094673,9.743693905,9.678119544,9.594808769,9.464453018
3666189,3666189,GO:0006349,Q9NVM4,ENSG00000132600,54496,,9.109265238,9.323986977,9.590167271,9.033550541,9.314840714,9.458960247,9.431759259,8.938378224,8.912117734
3874168,3874168,GO:0007275,Q9HBX7,ENSG00000125787,2797,,8.857111474,8.64450347,8.676910361,8.6768002,8.7437089,8.638136031,8.663824851,9.133033531,8.73625193
2876597,2876597,GO:0007275,Q92886,ENSG00000181965,4762,,8.980466129,8.750312601,8.64645126,8.782350294,8.782840081,8.707769225,8.77988073,9.03996071,8.819132636
2620114,2620114,GO:0008270,Q0VAP0,ENSG00000196345,285346,,8.659574712,8.596967367,8.547554251,8.562386147,8.637111165,8.797841385,8.603162227,8.666932605,8.604472128
3697933,3697933,,Q86WR0,ENSG00000187008,55246,,8.354093713,8.34611141,8.311276301,8.343922506,8.32485502,8.325171616,8.33022403,8.431444426,8.342001943
3458614,3458614,GO:0005874,B2RBK5,ENSG00000175203,10540,,10.60056335,9.820367431,10.346481,10.09166846,10.13265583,9.662550058,10.28811386,9.374998586,10.12246546
3178255,3178255,GO:0016020,Q6ZUB1,ENSG00000177992,286234,,8.645097783,8.538196038,8.500142252,8.526309983,8.556521023,8.524645847,8.476220373,8.766348642,8.608459461
3993075,3993075,GO:0008233,Q19UI2,ENSG00000101981,2158,,8.317841784,8.278392597,8.292170091,8.287779582,8.280471748,8.261633558,8.308576787,8.323697468,8.298686582
2781813,2781813,GO:0005515,D6RBP4,ENSG00000170522,79071,,8.724165025,8.818142225,8.840400975,8.957249265,8.952177798,8.942389129,8.809099834,8.686018495,8.824403508
3453969,3453969,GO:0043234,B4DZ15,ENSG00000135436,84070,,8.598724971,8.47712927,8.484716954,8.511857834,8.50752912,8.485769622,8.441686645,8.683482554,8.529143006
2966232,2966232,GO:0008168,Q9NZJ6,ENSG00000132423,51805,,8.512554095,8.822075284,8.597368121,8.484910025,8.810766265,8.625567725,8.474449877,8.445044029,8.956613138
2960872,2960872,,Q8N884,ENSG00000164430,115004,,8.455190616,8.421572035,8.473843956,9.054722548,8.682334662,8.801063069,8.496044784,8.93498695,8.475972347
2536800,2536800,GO:0005515,B4E3L6,ENSG00000180902,728294,,9.122685046,9.030111255,9.036808979,9.05929775,9.070870406,9.004847433,9.002769357,9.266080069,9.017312052
3465274,3465274,GO:0019800,P07585,ENSG00000011465,1634,,8.362583169,8.322810165,8.392919007,8.725726651,8.323081019,8.302463221,8.681447648,8.393790676,8.967616165
3976519,3976519,GO:0006396,P98179,ENSG00000102317,5935,,10.56711403,10.61246314,10.74359222,10.19442819,10.68475279,9.922894581,10.15767737,10.27022117,10.09441472
2465551,2465551,GO:0008270,Q5T2V5,ENSG00000196418,7678,,8.961021455,9.172163777,8.951427108,8.70287463,9.056621344,8.713330503,8.565853519,8.655147772,8.788794788
2593733,2593733,GO:0042110,B7Z5E7,ENSG00000213430,3329,,10.55960523,10.84120258,10.71473498,10.89497703,10.54519015,10.60589622,10.32375738,10.0092667,10.69226068
3472366,3472366,GO:0046983,Q8WW81,ENSG00000135094,10993,,8.752620137,8.663158163,8.70144967,8.683993053,8.717275622,8.682788893,8.660367983,8.93270938,8.732242071
3344792,3344792,GO:0003677,Q9H5J8,ENSG00000166012,85459,,8.487710889,8.800129311,8.850443539,8.686217847,8.897365226,8.917349132,8.924371708,8.656937827,8.696391234
3475838,3475838,GO:0031902,Q9H9H4,ENSG00000139722,79720,,9.476610376,9.305729462,9.430222697,9.198693523,9.157448249,9.317160296,9.639813313,9.788719428,9.573119454
3360219,3360219,GO:0007186,Q9H255,ENSG00000167332,81285,,8.904080737,8.819375918,8.744530436,8.900280054,8.820808166,8.807005214,8.830655624,9.189895574,8.853509926
3741769,3741769,GO:0008270,D3DTJ7,ENSG00000108405,5023,,8.605007515,8.481988091,8.461728478,8.529615351,8.536139529,8.464476701,8.456856712,8.664477667,8.543207802
3165057,3165057,GO:0007548,Q5VZB9,ENSG00000176399,63951,,9.178315475,8.881405736,8.902855519,8.889759333,8.986559746,8.799983421,8.812953823,9.271216652,9.18151505
3436666,3436666,GO:0003674,Q14DG7,ENSG00000139364,114795,,8.49852616,8.421026086,8.384475491,8.46138402,8.416845838,8.375392007,8.411418922,8.549732739,8.45659769
3465488,3465488,,Q5K130,ENSG00000205057,574016,,8.370774395,8.312592039,8.251777535,8.332734536,8.389573838,8.238356337,8.30790744,8.455229629,8.344026434
2865745,2865745,,,,,,8.538487235,8.46445601,8.537621407,8.535516618,8.558526165,8.522015617,8.569195971,8.648734551,8.524240754
2391172,2391172,GO:0005886,B1AME4,ENSG00000186827,7293,,9.186155054,8.899159961,8.87495781,9.002741377,8.989937541,8.850306847,8.90872492,9.373653887,9.068236399
3011492,3011492,GO:0008270,Q86UM2,ENSG00000008277,53616,,8.50786576,9.202945238,8.680831113,8.53963972,8.877381408,8.894992568,8.686249163,8.508612305,8.611626982
3474104,3474104,GO:0007275,Q2M5E1,ENSG00000122966,11113,,9.926658487,9.379232262,9.582780455,9.793727424,9.901709625,10.32883788,10.16443804,10.0733852,10.19973
2666147,2666147,GO:0008270,P10828,ENSG00000151090,7068,,8.490733384,8.646825872,8.381412117,8.411127684,8.404399557,8.353969919,8.435586209,8.500642542,8.553304221
3543619,3543619,,,,,,8.947354956,8.810697142,8.897901205,8.992084753,8.976162816,9.008667292,9.070495888,9.014453187,9.02384858
2732068,2732068,GO:0030036,Q96K23,ENSG00000138771,57619,,8.716468873,8.645467689,8.648096849,8.503721427,8.601450264,8.687153206,8.727404181,8.6578251,8.594645804
3041409,3041409,GO:0048027,O00425,ENSG00000156928,115416,,9.813626695,10.28281257,9.969106826,9.52650294,9.710012143,10.03859703,10.10230942,9.601313101,9.165435467
2357845,2357845,GO:0005886,C9JSN8,ENSG00000150337,2209,,8.394457854,8.364662221,8.395596629,8.341127459,8.365215097,8.314421161,8.358264592,8.357331313,8.421053447
3746881,3746881,GO:0019904,Q86W52,ENSG00000099389,9611,,8.953628279,9.256677904,9.54089106,9.582184027,9.344075753,9.087376564,9.265130125,9.045970912,9.302368389
2638962,2638962,GO:0016874,Q8TDB6,ENSG00000163840,151636,,9.419440495,9.566126525,9.189467017,9.623170289,9.315848305,9.371304193,9.468928755,9.098729285,9.39916499
3028934,3028934,GO:0005515,P12273,ENSG00000159763,5304,,8.555950253,8.433183375,8.506396088,8.508896722,8.505433485,8.50050773,8.476398638,8.614184001,8.499981004
