PSMA2,PSMB5
PSMA3,PSMB5
PSMA4,PSMB5
PSMA5,PSMB5
PSMA6,PSMB5
PSMA7,PSMB5
PSMB1,PSMB5
PSMB2,PSMB5
PSMB3,PSMB5
PSMB4,PSMB5
NEDD4,TMEPAI
UBQLN4,TMEPAI
CLOCK,ARNTL2
EPAS1,ARNTL2
PSMB6,EZH2
PSMB6,FBL
PSMB6,PLK1
PSMA1,PSMB6
PSMA2,PSMB6
PSMA3,PSMB6
PSMA4,PSMB6
PSMA5,PSMB6
PSMA6,PSMB6
PSMA7,PSMB6
PSMB1,PSMB6
PSMB2,PSMB6
PSMB3,PSMB6
PSMB4,PSMB6
PSMB5,PSMB6
MAP2K4,DUSP22
MAP2K7,DUSP22
MAPK14,DUSP22
MAPK8,DUSP22
MCM3AP,ENY2
CKMT2,OLFML3
FEZ1,OLFML3
HSPB3,OLFML3
MYOC,OLFML3
SETDB1,OLFML3
BRCA2,C11orf30
CBX1,C11orf30
ZMYND11,C11orf30
ERCC5,XAB2
ERCC6,XAB2
ERCC8,XAB2
POLR2A,XAB2
PPIE,XAB2
TCEA1,XAB2
XPA,XAB2
PSMB7,PLK1
PSMA1,PSMB7
PSMA2,PSMB7
PSMA3,PSMB7
PSMA4,PSMB7
PSMA5,PSMB7
PSMA6,PSMB7
PSMA7,PSMB7
PSMB1,PSMB7
PSMB2,PSMB7
PSMB3,PSMB7
PSMB4,PSMB7
PSMB5,PSMB7
PSMB6,PSMB7
DTNB,PRTFDC1
EWSR1,PRTFDC1
PRTFDC1,HPRT1
PRTFDC1,STAT5A
LDB2,LHX9
SMAD2,LHX9
TRAF6,OTUD7B
UBC,OTUD7B
PSMA1,PSMB8
PSMA2,PSMB8
PSMA3,PSMB8
PSMA4,PSMB8
PSMA5,PSMB8
PSMA6,PSMB8
PSMA7,PSMB8
PSMB1,PSMB8
PSMB2,PSMB8
PSMB3,PSMB8
PSMB4,PSMB8
PSMB5,PSMB8
PSMB6,PSMB8
PSMB7,PSMB8
ABL1,SHD
RUTBC1,RGMA
MEP1B,PYY
NPY1R,PYY
NPY2R,PYY
NPY5R,PYY
PPYR1,PYY
PICK1,ATXN7L3
SERTAD1,ATXN7L3
ATXN7L3,UCHL3
ATXN7L3,USP6
PSMA1,PSMB9
PSMA2,PSMB9
PSMA3,PSMB9
PSMA4,PSMB9
PSMA5,PSMB9
PSMA6,PSMB9
PSMA7,PSMB9
PSMB1,PSMB9
PSMB2,PSMB9
PSMB3,PSMB9
PSMB4,PSMB9
PSMB5,PSMB9
PSMB6,PSMB9
PSMB7,PSMB9
PSMB8,PSMB9
C2orf18,TNFSF5IP1
PSMA1,PSMB10
PSMA2,PSMB10
PSMA3,PSMB10
PSMA4,PSMB10
PSMA5,PSMB10
PSMA6,PSMB10
PSMA7,PSMB10
PSMB1,PSMB10
PSMB10,PSMB2
PSMB10,PSMB3
PSMB10,PSMB4
PSMB10,PSMB5
PSMB10,PSMB6
PSMB10,PSMB7
PSMB10,PSMB8
PSMB10,PSMB9
RAC1,CDC42SE2
CHD3,KIF15
MKI67,KIF15
VIM,KIF15
TOMM20,TOMM22
TOMM7,TOMM22
CPSF4,SLC12A9
RABAC1,CABC1
CTNNB1,CTNNBIP1
JUP,CTNNBIP1
PSMC1,NFKB2
PSMA1,PSMC1
PSMA2,PSMC1
PSMA3,PSMC1
PSMA4,PSMC1
PSMA5,PSMC1
PSMA6,PSMC1
PSMA7,PSMC1
PSMB1,PSMC1
PSMB10,PSMC1
PSMB2,PSMC1
PSMB3,PSMC1
PSMB4,PSMC1
PSMB5,PSMC1
PSMB6,PSMC1
PSMB7,PSMC1
PSMB8,PSMC1
PSMB9,PSMC1
CHD3,C7orf36
TPD52L1,C7orf36
VIM,C7orf36
RPL7A,CCDC47
TOM1L1,CCDC47
PSMC2,GTF2B
PSMC2,GTF2F1
PSMC2,GTF2H1
PSMA1,PSMC2
PSMA2,PSMC2
PSMA3,PSMC2
PSMA4,PSMC2
PSMA5,PSMC2
PSMA6,PSMC2
PSMA7,PSMC2
PSMB1,PSMC2
PSMB10,PSMC2
PSMB2,PSMC2
PSMB3,PSMC2
PSMB4,PSMC2
PSMB5,PSMC2
PSMB6,PSMC2
PSMB7,PSMC2
PSMB8,PSMC2
PSMB9,PSMC2
PSMC1,PSMC2
ACTL6B,COQ9
CDC2L2,CCNL1
SFRS2,CCNL1
TXNL2,CIAPIN1
CDKN2A,PSMC3
PSMC3,HIF1A
PSMA1,PSMC3
PSMA2,PSMC3
PSMA3,PSMC3
PSMA4,PSMC3
PSMA5,PSMC3
PSMA6,PSMC3
PSMA7,PSMC3
PSMB1,PSMC3
PSMB10,PSMC3
PSMB2,PSMC3
PSMB3,PSMC3
PSMB4,PSMC3
PSMB5,PSMC3
PSMB6,PSMC3
PSMB7,PSMC3
PSMB8,PSMC3
PSMB9,PSMC3
PSMC1,PSMC3
PSMC2,PSMC3
SLC2A4,MGC16824
SH3GL2,SLC17A7
CLK3,C1orf63
PSMA1,PSMC4
PSMA2,PSMC4
PSMA3,PSMC4
PSMA4,PSMC4
PSMA5,PSMC4
PSMA6,PSMC4
PSMA7,PSMC4
PSMB1,PSMC4
PSMB10,PSMC4
PSMB2,PSMC4
PSMB3,PSMC4
PSMB4,PSMC4
PSMB5,PSMC4
PSMB6,PSMC4
PSMB7,PSMC4
PSMB8,PSMC4
PSMB9,PSMC4
PSMC1,PSMC4
PSMC2,PSMC4
PSMC3,PSMC4
BMP1,TWSG1
TWSG1,CHRD
PLSCR1,PLSCR3
PRKCD,PLSCR3
TRIP13,PLSCR3
ERCC3,PSMC5
ESR1,PSMC5
FOS,PSMC5
GTF2B,PSMC5
KRT15,PSMC5
NFKB2,PSMC5
PSMC3,PSMC5
PSMC4,PSMC5
HAP1,SAS10
PTN,SAS10
ZHX1,SAS10
PUM2,DAZ3
PSMC6,CRK
PSMC6,NFKB2
PSMA1,PSMC6
PSMA2,PSMC6
PSMA3,PSMC6
PSMA4,PSMC6
PSMA5,PSMC6
PSMA6,PSMC6
PSMA7,PSMC6
PSMB1,PSMC6
PSMB10,PSMC6
PSMB2,PSMC6
PSMB3,PSMC6
PSMB4,PSMC6
PSMB5,PSMC6
PSMB6,PSMC6
PSMB7,PSMC6
PSMB8,PSMC6
PSMB9,PSMC6
PSMC1,PSMC6
PSMC2,PSMC6
PSMC3,PSMC6
PSMC4,PSMC6
A2BP1,PCBP4
PCBP1,PCBP4
QKI,PCBP4
RNF138,PCBP4
BCS1L,DDX24
C9orf9,DDX24
DNMT2,DDX24
EIF3S6,DDX24
EIF4A2,DDX24
EP300,DDX24
FADD,DDX24
GIT1,DDX24
HSP90AB1,DDX24
HSPA5,DDX24
DDX24,INDO
ITGB3BP,DDX24
DDX24,MKS1
MRPL4,DDX24
NRXN2,DDX24
PAFAH1B3,DDX24
PIN1,DDX24
POLA2,DDX24
PRF1,DDX24
DDX24,PTPN23
RAE1,DDX24
SPTAN1,DDX24
DDX24,TMEM9B
TPI1,DDX24
DDX24,VDAC3
PSMD1,BAG1
PSMD1,HSP90AB1
PSMD1,NFKB2
PSMA1,PSMD1
PSMA2,PSMD1
PSMA3,PSMD1
PSMA4,PSMD1
PSMA5,PSMD1
PSMA6,PSMD1
PSMA7,PSMD1
PSMB1,PSMD1
PSMB10,PSMD1
PSMB2,PSMD1
PSMB3,PSMD1
PSMB4,PSMD1
PSMB5,PSMD1
PSMB6,PSMD1
PSMB7,PSMD1
PSMB8,PSMD1
PSMB9,PSMD1
PSMC1,PSMD1
PSMC2,PSMD1
PSMC3,PSMD1
PSMC4,PSMD1
PSMC6,PSMD1
PSMD2,NFKB2
PSMA1,PSMD2
PSMA2,PSMD2
PSMA3,PSMD2
PSMA4,PSMD2
PSMA5,PSMD2
PSMA6,PSMD2
PSMA7,PSMD2
PSMB1,PSMD2
PSMB10,PSMD2
PSMB2,PSMD2
PSMB3,PSMD2
PSMB4,PSMD2
PSMB5,PSMD2
PSMB6,PSMD2
PSMB7,PSMD2
PSMB8,PSMD2
PSMB9,PSMD2
PSMC1,PSMD2
PSMC2,PSMD2
PSMC3,PSMD2
PSMC4,PSMD2
PSMC6,PSMD2
PSMD1,PSMD2
AGTR1,AGTRAP
GNB2L1,AGTRAP
PBX3,AGTRAP
AGTRAP,PITPNC1
C20orf20,PLSCR4
EFEMP2,PLSCR4
PLSCR1,PLSCR4
RUVBL1,PLSCR4
RUVBL2,PLSCR4
TRIP13,PLSCR4
VPS72,PLSCR4
ZNHIT1,PLSCR4
PSMD3,NFKB2
PSMA1,PSMD3
PSMA2,PSMD3
PSMA3,PSMD3
PSMA4,PSMD3
PSMA5,PSMD3
PSMA6,PSMD3
PSMA7,PSMD3
PSMB1,PSMD3
PSMB10,PSMD3
PSMB2,PSMD3
PSMB3,PSMD3
PSMB4,PSMD3
PSMB5,PSMD3
PSMB6,PSMD3
PSMB7,PSMD3
PSMB8,PSMD3
PSMB9,PSMD3
PSMC1,PSMD3
PSMC2,PSMD3
PSMC3,PSMD3
PSMC4,PSMD3
PSMC6,PSMD3
PSMD1,PSMD3
PSMD2,PSMD3
RPGR,RPGRIP1
APAF1,AVEN
BCL2L1,AVEN
PSMD4,ID1
PSMD4,MYOD1
NEDD8,PSMD4
PSMA1,PSMD4
PSMA2,PSMD4
PSMA3,PSMD4
PSMA4,PSMD4
PSMA5,PSMD4
PSMA6,PSMD4
PSMA7,PSMD4
PSMB1,PSMD4
PSMB10,PSMD4
PSMB2,PSMD4
PSMB3,PSMD4
PSMB4,PSMD4
PSMB5,PSMD4
PSMB6,PSMD4
PSMB7,PSMD4
PSMB8,PSMD4
PSMB9,PSMD4
PSMC1,PSMD4
PSMC2,PSMD4
PSMC3,PSMD4
PSMC4,PSMD4
PSMC6,PSMD4
PSMD1,PSMD4
PSMD2,PSMD4
PSMD3,PSMD4
MARK3,PNPLA2
PHYHIP,PNPLA2
SMAD9,PNPLA2
ESR1,REXO4
ESR2,REXO4
PSMA1,PSMD5
PSMA2,PSMD5
PSMA3,PSMD5
PSMA4,PSMD5
PSMA5,PSMD5
PSMA6,PSMD5
PSMA7,PSMD5
PSMB1,PSMD5
PSMB10,PSMD5
PSMB2,PSMD5
PSMB3,PSMD5
PSMB4,PSMD5
PSMB5,PSMD5
PSMB6,PSMD5
PSMB7,PSMD5
PSMB8,PSMD5
PSMB9,PSMD5
PSMC1,PSMD5
PSMC2,PSMD5
PSMC3,PSMD5
PSMC4,PSMD5
PSMC6,PSMD5
PSMD1,PSMD5
PSMD2,PSMD5
PSMD3,PSMD5
PSMD4,PSMD5
ACVR1,RAB25
BMPR1B,RAB25
MED31,RAB25
MYO5B,RAB25
RAB11FIP2,RAB25
RAB11FIP3,RAB25
RAB11FIP5,RAB25
SMAD4,RAB25
TGFBR1,RAB25
MX1,TRPC7
ACCN3,GOPC
GOPC,BECN1
CFTR,GOPC
CLCN3,GOPC
GOPC,CSPG5
GOPC,FZD5
GOPC,FZD8
GRID1,GOPC
GRID2,GOPC
RHOQ,GOPC
STX6,GOPC
VIM,GOPC
NUP133,NUP107
NUP160,NUP107
NUP214,NUP107
NUP98,NUP107
EWSR1,CD177
KCNIP3,CD177
SHBG,CD177
PSMD7,ATXN3
PSMD7,NFKB2
PSMA1,PSMD7
PSMA2,PSMD7
PSMA3,PSMD7
PSMA4,PSMD7
PSMA5,PSMD7
PSMA6,PSMD7
PSMA7,PSMD7
PSMB1,PSMD7
PSMB10,PSMD7
PSMB2,PSMD7
PSMB3,PSMD7
PSMB4,PSMD7
PSMB5,PSMD7
PSMB6,PSMD7
PSMB7,PSMD7
PSMB8,PSMD7
PSMB9,PSMD7
PSMC1,PSMD7
PSMC2,PSMD7
PSMC3,PSMD7
PSMC4,PSMD7
PSMC6,PSMD7
PSMD1,PSMD7
PSMD2,PSMD7
PSMD3,PSMD7
PSMD4,PSMD7
PSMD5,PSMD7
PCOLN3,CHMP1B
VPS4A,CHMP1B
VPS4B,CHMP1B
DAZL,DAZ4
DZIP1,DAZ4
PUM2,DAZ4
QKI,DAZ4
RASA4,C20orf3
PSMA1,PSMD8
PSMA2,PSMD8
PSMA3,PSMD8
PSMA4,PSMD8
PSMA5,PSMD8
PSMA6,PSMD8
PSMA7,PSMD8
PSMB1,PSMD8
PSMB10,PSMD8
PSMB2,PSMD8
PSMB3,PSMD8
PSMB4,PSMD8
PSMB5,PSMD8
PSMB6,PSMD8
PSMB7,PSMD8
PSMB8,PSMD8
PSMB9,PSMD8
PSMC1,PSMD8
PSMC2,PSMD8
PSMC3,PSMD8
PSMC4,PSMD8
PSMC6,PSMD8
PSMD1,PSMD8
PSMD2,PSMD8
PSMD3,PSMD8
PSMD4,PSMD8
PSMD5,PSMD8
PSMD7,PSMD8
SMAD9,PSMD8
BCL2,RTN4
BCL2L1,RTN4
CNTNAP1,RTN4
COL4A3BP,RTN4
CRMP1,RTN4
FXR2,RTN4
LRCH4,RTN4
LRPAP1,RTN4
MBP,RTN4
NAPA,RTN4
PRR13,RTN4
RAB33A,RTN4
RTN3,RTN4
SLC2A4,RTN4
SPG21,RTN4
TUBA1,RTN4
UQCRC1,RTN4
UQCRC2,RTN4
RAB1A,ADCK1
76P,PAK7
BAD,PAK7
CDC42,PAK7
FHL3,PAK7
PDLIM7,PAK7
RAC1,PAK7
VIL2,SCYL3
PSMA1,PSMD9
PSMA2,PSMD9
PSMA3,PSMD9
PSMA4,PSMD9
PSMA5,PSMD9
PSMA6,PSMD9
PSMA7,PSMD9
PSMB1,PSMD9
PSMB10,PSMD9
PSMB2,PSMD9
PSMB3,PSMD9
PSMB4,PSMD9
PSMB5,PSMD9
PSMB6,PSMD9
PSMB7,PSMD9
PSMB8,PSMD9
PSMB9,PSMD9
PSMC1,PSMD9
PSMC2,PSMD9
PSMC3,PSMD9
PSMC4,PSMD9
PSMC6,PSMD9
PSMD1,PSMD9
PSMD2,PSMD9
PSMD3,PSMD9
PSMD4,PSMD9
PSMD5,PSMD9
PSMD7,PSMD9
PSMD8,PSMD9
SMURF1,ANAPC5
AP2B1,SMURF1
SMURF1,APBB2
SMURF1,ARHGAP15
ARHGEF1,SMURF1
ARHGEF11,SMURF1
ARHGEF7,SMURF1
ARL4D,SMURF1
SMURF1,ASH2L
SMURF1,AVEN
SMURF1,CDC40
SMURF1,CDKL1
CSNK2A2,SMURF1
CUL5,SMURF1
SMURF1,CXXC1
SMURF1,CXorf9
DNAJC7,SMURF1
SMURF1,DUSP13
SMURF1,ECSIT
SMURF1,ELP3
ETV6,SMURF1
SMURF1,FBXO24
SMURF1,FBXO3
SMURF1,FCHO1
GNG11,SMURF1
SMURF1,GRIP1
SMURF1,GRIPAP1
SMURF1,HDGFRP3
SMURF1,ING2
SMURF1,INPP5B
IRAK2,SMURF1
SMURF1,LHX9
LIMS1,SMURF1
SMURF1,LOC51035
SMURF1,MAP2K3
MAP3K7,SMURF1
SMURF1,NAT5
SMURF1,NDFIP2
SMURF1,NOLA1
SMURF1,OCLN
SMURF1,OSBPL3
SMURF1,OXSR1
PAK1,SMURF1
SMURF1,PAK1IP1
SMURF1,PFTK1
SMURF1,PHF19
SMURF1,PLEKHO1
PPP1CB,SMURF1
PPP2R2B,SMURF1
SMURF1,PPP2R2D
SMURF1,PWP1
SMURF1,RALGPS2
RAPSN,SMURF1
SMURF1,RASD2
SMURF1,RGL3
RHOA,SMURF1
SMURF1,RHOBTB1
RIPK2,SMURF1
SMURF1,RIT1
SMURF1,RNF12
SMURF1,RNF138
SMURF1,RNF14
SMURF1,RNF141
SMURF1,RNU3IP2
SMURF1,RPS27A
SMURF1,RTKN
RUNX3,SMURF1
SF3A1,SMURF1
SFRS4,SMURF1
SFRS5,SMURF1
SMAD1,SMURF1
SMAD3,SMURF1
SMAD6,SMURF1
SMAD7,SMURF1
SQSTM1,SMURF1
STAT1,SMURF1
STRAP,SMURF1
STUB1,SMURF1
SMURF1,TBL2
TNNT1,SMURF1
SMURF1,TRIM35
SMURF1,TTC17
UBA52,SMURF1
UBB,SMURF1
UBTF,SMURF1
SMURF1,ULK4
WEE1,SMURF1
XPO1,SMURF1
CAV3,JPH2
E2F4,JPH2
SLC2A4,JPH2
CDK4,PSMD10
GRB2,PSMD10
PSMD10,MAGEA4
PSMD10,MDM2
PSMA1,PSMD10
PSMA2,PSMD10
PSMA3,PSMD10
PSMA4,PSMD10
PSMA5,PSMD10
PSMA6,PSMD10
PSMA7,PSMD10
PSMB1,PSMD10
PSMB10,PSMD10
PSMB2,PSMD10
PSMB3,PSMD10
PSMB4,PSMD10
PSMB5,PSMD10
PSMB6,PSMD10
PSMB7,PSMD10
PSMB8,PSMD10
PSMB9,PSMD10
PSMC1,PSMD10
PSMC2,PSMD10
PSMC3,PSMD10
PSMC4,PSMD10
PSMC6,PSMD10
PSMD1,PSMD10
PSMD10,PSMD2
PSMD10,PSMD3
PSMD10,PSMD4
PSMD10,PSMD5
PSMD10,PSMD7
PSMD10,PSMD8
PSMD10,PSMD9
BCL10,PELI2
IRAK1,PELI2
IRAK4,PELI2
MYD88,PELI2
UBQLN4,PELI2
IRAK1,PELI1
IRAK4,PELI1
TRAF6,PELI1
PSMD11,CRMP1
EEF1A1,PSMD11
EEF1G,PSMD11
PSMD11,GAPDH
PSMD11,GDF9
PSMD11,NFKB2
PSMA1,PSMD11
PSMA2,PSMD11
PSMA3,PSMD11
PSMA4,PSMD11
PSMA5,PSMD11
PSMA6,PSMD11
PSMA7,PSMD11
PSMB1,PSMD11
PSMB10,PSMD11
PSMB2,PSMD11
PSMB3,PSMD11
PSMB4,PSMD11
PSMB5,PSMD11
PSMB6,PSMD11
PSMB7,PSMD11
PSMB8,PSMD11
PSMB9,PSMD11
PSMC1,PSMD11
PSMC2,PSMD11
PSMC3,PSMD11
PSMC4,PSMD11
PSMC6,PSMD11
PSMD1,PSMD11
PSMD10,PSMD11
PSMD11,PSMD2
PSMD11,PSMD3
PSMD11,PSMD4
PSMD11,PSMD5
PSMD11,PSMD7
PSMD11,PSMD8
PSMD11,PSMD9
ARPC2,CORO1B
GRB2,CORO1B
PRKCA,CORO1B
AR,RAI17
CNTNAP2,RAI17
TBC1D4,RAI17
PSMA1,PSMD12
PSMA2,PSMD12
PSMA3,PSMD12
PSMA4,PSMD12
PSMA5,PSMD12
PSMA6,PSMD12
PSMA7,PSMD12
PSMB1,PSMD12
PSMB10,PSMD12
PSMB2,PSMD12
PSMB3,PSMD12
PSMB4,PSMD12
PSMB5,PSMD12
PSMB6,PSMD12
PSMB7,PSMD12
PSMB8,PSMD12
PSMB9,PSMD12
PSMC1,PSMD12
PSMC2,PSMD12
PSMC3,PSMD12
PSMC4,PSMD12
PSMC6,PSMD12
PSMD1,PSMD12
PSMD10,PSMD12
PSMD11,PSMD12
PSMD12,PSMD2
PSMD12,PSMD3
PSMD12,PSMD4
PSMD12,PSMD5
PSMD12,PSMD7
PSMD12,PSMD8
PSMD12,PSMD9
RSRC1,ACTR3B
THOC1,THOC2
THOC4,THOC2
PSMD13,NFKB2
PSMA1,PSMD13
PSMA2,PSMD13
PSMA3,PSMD13
PSMA4,PSMD13
PSMA5,PSMD13
PSMA6,PSMD13
PSMA7,PSMD13
PSMB1,PSMD13
PSMB10,PSMD13
PSMB2,PSMD13
PSMB3,PSMD13
PSMB4,PSMD13
PSMB5,PSMD13
PSMB6,PSMD13
PSMB7,PSMD13
PSMB8,PSMD13
PSMB9,PSMD13
PSMC1,PSMD13
PSMC2,PSMD13
PSMC3,PSMD13
PSMC4,PSMD13
PSMC6,PSMD13
PSMD1,PSMD13
PSMD10,PSMD13
PSMD11,PSMD13
PSMD12,PSMD13
PSMD13,PSMD2
PSMD13,PSMD3
PSMD13,PSMD4
PSMD13,PSMD5
PSMD13,PSMD7
PSMD13,PSMD8
PSMD13,PSMD9
TRIM27,MCOLN1
BAD,AKT1
CHD3,PSME1
PSME1,ITGB4BP
PSME1,PFDN1
PSMA1,PSME1
PSMA2,PSME1
PSMA3,PSME1
PSMA4,PSME1
PSMA5,PSME1
PSMA6,PSME1
PSMA7,PSME1
PSMB1,PSME1
PSMB10,PSME1
PSMB2,PSME1
PSMB3,PSME1
PSMB4,PSME1
PSMB5,PSME1
PSMB6,PSME1
PSMB7,PSME1
PSMB8,PSME1
PSMB9,PSME1
PSMC1,PSME1
PSMC2,PSME1
PSMC3,PSME1
PSMC4,PSME1
PSMC6,PSME1
PSMD1,PSME1
PSMD10,PSME1
PSMD11,PSME1
PSMD12,PSME1
PSMD13,PSME1
PSMD2,PSME1
PSMD3,PSME1
PSMD4,PSME1
PSMD5,PSME1
PSMD7,PSME1
PSMD8,PSME1
PSMD9,PSME1
PSMA1,PSME2
PSMA2,PSME2
PSMA3,PSME2
PSMA4,PSME2
PSMA5,PSME2
PSMA6,PSME2
PSMA7,PSME2
PSMB1,PSME2
PSMB10,PSME2
PSMB2,PSME2
PSMB3,PSME2
PSMB4,PSME2
PSMB5,PSME2
PSMB6,PSME2
PSMB7,PSME2
PSMB8,PSME2
PSMB9,PSME2
PSMC1,PSME2
PSMC2,PSME2
PSMC3,PSME2
PSMC4,PSME2
PSMC6,PSME2
PSMD1,PSME2
PSMD10,PSME2
PSMD11,PSME2
PSMD12,PSME2
PSMD13,PSME2
PSMD2,PSME2
PSMD3,PSME2
PSMD4,PSME2
PSMD5,PSME2
PSMD7,PSME2
PSMD8,PSME2
PSMD9,PSME2
PSME1,PSME2
PLXNA2,KIAA1199
DVL1,VANGL2
FEZ1,SMEK2
ARR3,PTAFR
ARRB2,PTAFR
CASP3,PTBP1
DHX9,PTBP1
FUS,PTBP1
GRB2,PTBP1
HNRPA1,PTBP1
HNRPA2B1,PTBP1
HNRPC,PTBP1
HNRPD,PTBP1
HNRPF,PTBP1
HNRPH1,PTBP1
HNRPH2,PTBP1
HNRPK,PTBP1
HNRPL,PTBP1
HNRPM,PTBP1
HNRPU,PTBP1
PCBP1,PTBP1
PCBP2,PTBP1
PTBP1,PRKACA
PTBP1,YBX1
CCNB1,PTCH1
CDC2,PTCH1
PTCH1,IHH
AKT1,PTEN
AR,PTEN
CAV1,PTEN
PTEN,CHGB
CSNK2A1,PTEN
CSNK2A2,PTEN
DLG1,PTEN
PTEN,HBZ
GNAS,PTGDR
PTPN11,KIR2DL5A
PTPN6,KIR2DL5A
AR,BAG1
CAPN1,PTGDS
HK2,PTGDS
HK3,PTGDS
PTGDS,PTGER1
PTGDS,PTGER2
CSRP2,CSRP2BP
MBIP,CSRP2BP
PBXIP1,CCDC53
CCDC85B,PBXIP1
SLC2A4,PBXIP1
TSNAX,PBXIP1
UBQLN4,PBXIP1
PTGER1,PTGER3
BMI1,CBX8
EEF1G,CBX8
HAP1,CBX8
HTATIP,CBX8
CBX8,MLLT1
MLLT3,CBX8
MYST2,CBX8
RING1,CBX8
SETDB1,CBX8
UNC119,CBX8
RCN3,PCSK6
RCN3,SUFU
BCL6,SENP7
BGN,JPH3
SMAD3,JPH3
PTGDS,PTGFR
PTGER1,PTGFR
PTGER2,PTGFR
CD151,PTGFRN
CD63,PTGFRN
CD81,PTGFRN
CD82,PTGFRN
CD9,PTGFRN
ACVR1,RHOJ
BMPR1B,RHOJ
CDC42,RHOJ
DOCK10,RHOJ
PAK1,RHOJ
SMAD2,RHOJ
SMAD4,RHOJ
TGFBR1,RHOJ
WAS,RHOJ
GNA11,PTGIR
GNAQ,PTGIR
GNAS,PTGIR
PDE6D,PTGIR
PRKCA,PTGIR
HSPB2,CLK4
SFRS16,CLK4
DIP13B,RAB22A
EEA1,RAB22A
RABAC1,RAB22A
KNTC2,SPBC25
SEC61B,SPBC25
MIF4GD,DDX19A
HGS,MIF4GD
UBQLN4,MIF4GD
MEP1A,PTH
CD93,SCYL1
COIL,SCYL1
NUCB1,PTGS1
CAV1,PTGS2
NUCB1,PTGS2
ARRB1,PTHLH
CDK2,PTHLH
IL6,PTHLH
KLK3,PTHLH
KPNB1,PTHLH
CTDP1,NDRG2
CASP3,BIRC6
CASP6,BIRC6
CASP7,BIRC6
CASP9,BIRC6
DIABLO,BIRC6
HTRA2,BIRC6
ARRB1,PTHR1
CALM3,PTHR1
PTH,PTHR1
PTHLH,PTHR1
DSCAML1,MAGI2
DSCAML1,PLCL2
PAFAH1B2,REXO1
TCEA1,REXO1
TCEB3,REXO1
MBD2,GATAD2B
MBD3,GATAD2B
PCAF,GATAD2B
CALM1,PTHR2
CALM3,PTHR2
PTHR2,PTH
ACTN1,PTK2
APC,PTK2
PTK2,BIN1
PTK2,BMX
PTK2,BST1
PTK2,CCR5
PTK2,CD4
PTK2,CD47
PTK2,CD79B
PTK2,CRK
PTK2,CSK
CSPG4,PTK2
PTK2,DCC
DNM2,PTK2
EGFR,PTK2
PTK2,EPHA2
EPHB2,PTK2
ERBB2,PTK2
ERBB3,PTK2
PTK2,FGR
PTK2,FLT1
PTK2,FLT4
FYN,PTK2
GRB2,PTK2
PTK2,GRB7
GSK3B,PTK2
GZMB,PTK2
PTK2,IGHM
INSR,PTK2
PTK2,IRS1
ITGAV,PTK2
PTK2,ITGB1
ITGB2,PTK2
PTK2,ITGB3
PTK2,ITGB4
PTK2,ITGB5
JAK2,PTK2
PTK2,KCNMA1
LCK,PTK2
PTK2,LYN
NEDD9,PTK2
PTK2,NEO1
PTK2,PDGFRB
PIK3R1,PTK2
PTK2,PKD1
PTK2,PLCG1
PTK2,PPP1CB
PTK2,PTEN
CNOT7,CNOT6
CNOT8,CNOT6
SSPO,ATXN7L1
NTS,NLN
SLC2A4,FAM62B
ERBB3,ODF2L
ODF2L,PIPOX
PRSS23,ODF2L
ARNT,AHRR
RELB,ARID1B
SMARCA2,ARID1B
SMARCA4,ARID1B
SRF,MKL2
CRKL,KIDINS220
NGFR,KIDINS220
NTRK1,KIDINS220
NTRK2,KIDINS220
NTRK3,KIDINS220
PREI3,KIDINS220
PRKD1,KIDINS220
DLG4,NLGN4X
NLGN4X,DLGAP2
BCL6,MTA3
GRB2,MTA3
IRF3,VISA
IRF7,VISA
MAP3K7,VISA
TBK1,VISA
TRAF6,VISA
AGTR2,MTUS1
EEF1A1,XPO5
FADD,XPO5
IKBKG,XPO5
ILF3,XPO5
NUP153,XPO5
NUP214,XPO5
RAN,XPO5
SMAD4,XPO5
TNFRSF1B,XPO5
CDC42,CDGAP
ITSN1,CDGAP
RAC1,CDGAP
SMURF1,CDGAP
TGFBR1,CDGAP
CDK5RAP2,STARD9
STARD9,HERPUD1
NDUFA7,STARD9
TP73,HECW2
FRAP1,KIAA1303
KIAA1303,RHEB
BMPR1B,SRGAP1
CDC42,SRGAP1
RHOA,SRGAP1
ROBO1,SRGAP1
AGTPBP1,KIAA1305
CASK,CASKIN1
EGFR,PTK6
ERBB3,PTK6
ARHGEF2,CGN
F11R,CGN
TJP1,CGN
TJP2,CGN
YWHAG,CGN
PLXNA2,HACE1
FMR1,NUFIP2
YWHAG,NUFIP2
DAB2,MIB1
DAPK1,MIB1
BCL6,WDR35
CA2,PTCHD2
MDFI,PTCHD2
MYCBP,PTCHD2
RASGRP2,PTCHD2
ESR1,ZNF398
COIL,KLHDC5
RCN3,KLHDC5
SERTAD1,KLHDC5
UBQLN1,KLHDC5
UBQLN4,KLHDC5
PRKCD,PDP2
MAP2K3,TAOK1
MARK1,TAOK1
ACTN4,LRRC7
CAMK2A,LRRC7
CDH2,LRRC7
CNKSR2,LRRC7
CTNND2,LRRC7
TOR1A,LRRC7
DLG4,NLGN2
INADL,NLGN2
NRXN1,NLGN2
EVL,SEMA6A
ITSN2,SEMA6A
SORBS1,SEMA6A
SORBS2,SEMA6A
SMAD2,STAMBPL1
SMAD7,STAMBPL1
TRIP13,STAMBPL1
ACTC1,PTK9
BMPR2,PTK9
PLXNA2,IFT80
ARIH2,KIAA1377
