SNRPB,TOP3B
ACTB,CDK5R2
ACTN1,CDK5R2
CAMK2A,CDK5R2
CDK5,CDK5R2
PPP1R2,CDK5R2
AP3D1,AP3S1
AP3D1,ARF1
AP3D1,ARF6
AP3D1,CTGF
AP3D1,SLC30A3
AP3D1,SYBL1
AXIN1,BTRC
BTRC,CD4
CDC25A,BTRC
CDC34,BTRC
CHUK,BTRC
CTNNB1,BTRC
CUL1,BTRC
E2F4,BTRC
HNRPU,BTRC
JUP,BTRC
NFKB1,BTRC
NFKB2,BTRC
NFKBIA,BTRC
NFKBIB,BTRC
NFKBIE,BTRC
RELA,BTRC
SKP1A,BTRC
SMAD3,BTRC
SMAD4,BTRC
BTRC,UBE2D2
WEE1,BTRC
CCND3,AREG
CCND3,ATP5C1
CCND3,CASP2
CCND3,RUNX1
DEK,HIST1H3F
EGFR,HIST1H3F
GRB2,HIST1H3F
HIST1H3F,HIST1H2BO
HIST1H3F,NASP
HIST1H3F,RAD51L1
SUV39H1,HIST1H3F
E2F1,HIST1H2AG
E2F4,HIST1H2AG
E2F1,HIST1H2BJ
E2F4,HIST1H2BJ
LOX,HIST1H2BJ
TOP1,H1FX
BAT2,P4HA2
P4HB,P4HA2
SLC2A4,P4HA2
DVL1,USP13
USP13,SPRR2C
ABL1,WASL
WASL,CDC42
WASL,CTTN
GRB2,WASL
WASL,HSP90AA1
WASL,HSP90AB1
WASL,ITSN1
NCK1,WASL
WASL,PFN1
SH3GL3,WASL
WASL,VIPR1
WASL,WIPF1
SERPINF2,SERPINB12
DLG1,WNT3A
DLG2,WNT3A
DLG4,WNT3A
FZD1,WNT3A
GPC3,WNT3A
LRP1,WNT3A
LRP6,WNT3A
PORCN,WNT3A
RYK,WNT3A
WNT1,WNT3A
WNT2,WNT3A
FLNA,SIGLEC10
TBC1D4,NAV1
ING5,NAV2
PIAS2,NAV2
RRAS,NAV2
AR,CCNE1
CCNE1,CALM1
SLC2A4,PLOD3
CMAS,SIGLEC12
PTPN11,SIGLEC12
PTPN6,SIGLEC12
ATF1,RPS6KA4
CREB1,RPS6KA4
FOS,RPS6KA4
HMGN1,RPS6KA4
MAP2K1,RPS6KA4
MAPK1,RPS6KA4
MAPK14,RPS6KA4
MAPK3,RPS6KA4
SEC13L1,LZTR2
AKAP1,C3orf15
MYCBP,C3orf15
PRKAR2B,C3orf15
HSPB3,ANP32A
HSPB3,BBOX1
HSPB3,HSPB2
HSPB3,NEFL
HSPB3,PRPF4B
NFIC,TPD52L3
TPD52,TPD52L3
TPD52L1,TPD52L3
TPD52L2,TPD52L3
IFT172,LHX4
EMD,FATE1
TBP,FATE1
TRAF2,FATE1
USHBP1,FATE1
CCNB1,CCNF
NR3C1,SELENBP1
RPA1,SELENBP1
ATP6V1E1,ATP6V0E1
ENO2,C16orf45
ZFYVE9,RHOT2
TNFRSF18,TNFSF18
COIL,KLC4
YWHAZ,KLC4
BAX,NOL3
CASP2,NOL3
CASP8,NOL3
CSNK2A1,NOL3
FADD,NOL3
FAS,NOL3
SFRS9,NOL3
VASP,NOL3
COIL,KALRN
EPHB2,KALRN
GFI1B,KALRN
PAM,KALRN
CBL,CDKL2
IRF3,CDKL2
HAP1,APLP1
HAP1,BARD1
HAP1,COL9A2
HAP1,CRIP1
DCTN1,HAP1
HAP1,DEFB1
HAP1,EIF3S6
HAP1,HD
HAP1,HMOX2
HAP1,KPNA2
HAP1,MPP3
HAP1,NDUFB9
HAP1,NEUROD1
HAP1,PABPC4
HAP1,PCM1
HAP1,PFDN1
HAP1,PPID
HAP1,PPOX
HAP1,PSMD11
HAP1,RPS10
HAP1,RPS25
HAP1,SFRS4
HAP1,SLC6A4
HAP1,STX5
HAP1,TBP
TNNT3,HAP1
HAP1,TSPYL1
VIM,HAP1
HAP1,ZNF20
HAP1,ZNF24
HAP1,ZNF33B
SYNCRIP,SYT8
DAPK3,F2RL3
F2,F2RL3
F2RL2,F2RL3
CCDC85B,CCDC120
DAZAP2,CCDC120
KRT15,CCDC120
MDFI,CCDC120
PSCD2,CCDC120
USHBP1,CCDC120
FN1,LACRT
NID1,LACRT
VTN,LACRT
FLNC,PHLDB2
YWHAG,PHLDB2
XRN1,LOC90113
TSR2,RPS26
MYC,TAF1C
TBP,TAF1C
TP53,TAF1C
TRIM24,TAF1C
MYC,TAF1B
TAF1B,TAF1C
TBP,TAF1B
TP53,TAF1B
TRIM24,TAF1B
MYC,TAF1A
TAF1A,SET
TAF1A,TAF1B
TAF1A,TAF1C
TBP,TAF1A
TP53,TAF1A
PTPN11,MPZL1
SRC,MPZL1
CCNH,AP2A2
AR,CCNH
ACTG1,MAP3K14
MAP3K14,ALPL
MAP3K14,ATP5A1
BYSL,MAP3K14
MAP3K14,C1QBP
MAP3K14,CAD
CALM3,MAP3K14
CASP8,MAP3K14
CHUK,MAP3K14
MAP3K14,CSDA
MAP3K14,DDX3X
DDX5,MAP3K14
DHX9,MAP3K14
MAP3K14,DNAJA1
EGFR,MAP3K14
MAP3K14,EPRS
EXOSC10,MAP3K14
MAP3K14,FAU
MAP3K14,FBL
MAP3K14,GAPDH
MAP3K14,GLUDP5
MAP3K14,GRB10
MAP3K14,GRB14
MAP3K14,GRB7
MAP3K14,HIST1H1E
HNRPA1,MAP3K14
HNRPM,MAP3K14
HNRPU,MAP3K14
HSP90AA1,MAP3K14
MAP3K14,HSP90AB1
HSPA1B,MAP3K14
HSPA5,MAP3K14
MAP3K14,HSPA6
HSPA7,MAP3K14
HSPA8,MAP3K14
HSPA9B,MAP3K14
IARS,MAP3K14
IKBKAP,MAP3K14
IKBKB,MAP3K14
IKBKG,MAP3K14
MAP3K14,ILF2
MAP2K4,MAP3K14
MAP3K14,MAP3K7
MAP3K14,MAP3K8
MAPK3,MAP3K14
MAP3K14,NCL
MAP3K14,NFKB2
MAP3K14,PEBP1
PICALM,MAP3K14
MAP3K14,QARS
MAP3K14,RAP1B
RARA,MAP3K14
RARS,MAP3K14
MAP3K14,RIPK1
MAP3K14,RPL10
MAP3K14,RPL10A
MAP3K14,RPL11
MAP3K14,RPL13
MAP3K14,RPL15
MAP3K14,RPL18
MAP3K14,RPL22
MAP3K14,RPL24
MAP3K14,RPL27
MAP3K14,RPL27A
MAP3K14,RPL3
MAP3K14,RPL30
MAP3K14,RPL32
MAP3K14,RPL4
MAP3K14,RPL5
MAP3K14,RPL6
MAP3K14,RPL7
MAP3K14,RPL7A
MAP3K14,RPL8
MAP3K14,RPL9
MAP3K14,RPLP2
MAP3K14,RPS10
MAP3K14,RPS11
MAP3K14,RPS12
MAP3K14,RPS13
MAP3K14,RPS15A
MAP3K14,RPS16
MAP3K14,RPS17
MAP3K14,RPS18
RPS20,MAP3K14
MAP3K14,RPS23
MAP3K14,RPS24
MAP3K14,RPS3
RPS3A,MAP3K14
MAP3K14,RPS4X
MAP3K14,RPS5
MAP3K14,RPS6
MAP3K14,RPS8
MAP3K14,RPS9
MAP3K14,RUVBL1
MAP3K14,SFPQ
MAP3K14,SSB
MAP3K14,STAU1
TRAF1,MAP3K14
TRAF2,MAP3K14
TRAF3,MAP3K14
MAP3K14,TRAF5
MAP3K14,TRAF6
TUBA2,MAP3K14
YBX1,MAP3K14
BCL10,SOCS3
CSF1R,SOCS3
CSF3R,SOCS3
CSNK1E,SOCS3
CXCR4,SOCS3
EGFR,SOCS3
EPOR,SOCS3
GHR,SOCS3
IGF1R,SOCS3
IL2RB,SOCS3
IL6ST,SOCS3
INSR,SOCS3
IRS1,SOCS3
IRS2,SOCS3
JAK1,SOCS3
JAK2,SOCS3
JAK3,SOCS3
LEPR,SOCS3
PIN1,SOCS3
PPP3CB,SOCS3
PRLR,SOCS3
PTPN11,SOCS3
RASA1,SOCS3
SOCS2,SOCS3
TCEB1,SOCS3
TCEB2,SOCS3
DNM1,CLIC3
CRHR2,UCN2
IL10RB,UCN2
CDC25B,BRSK2
CDC25C,BRSK2
WEE1,BRSK2
DAPK1,UNC5A
MAGED1,UNC5A
RXRA,RNF8
RNF8,UBE2E1
RNF8,UBE2E2
ACTA1,HIP1R
CLTA,HIP1R
CLTB,HIP1R
CLTC,HIP1R
DYNLL1,HIP1R
HD,HIP1R
HIP1,HIP1R
DVL2,FAM105B
SMAD4,NAT8
TGFBR1,NAT8
BAZ1B,ACTL6A
BAZ1B,ARID1A
BAZ1B,PCNA
BAZ1B,SMARCA1
BAZ1B,SMARCA2
BAZ1B,SMARCA4
BAZ1B,SMARCA5
BAZ1B,SMARCB1
BAZ1B,SMARCC1
BAZ1B,SMARCC2
BAZ1B,SMARCD1
BAZ1B,SMARCE1
BAZ1B,VDR
TNNI2,PKD2L1
TNNI3,PKD2L1
APPBP1,UBE1C
CHD3,UBE1C
NEDD8,UBE1C
CRSP3,THRAP6
CRSP6,THRAP6
CRSP7,THRAP6
CRSP8,THRAP6
IXL,THRAP6
MED10,THRAP6
MED28,THRAP6
THRAP6,MED4
MED9,THRAP6
SURF5,THRAP6
CCNT1,AHR
CPNE1,UBE2M
NEDD8,UBE2M
ABI2,IFT20
C19orf50,IFT20
EXOC7,IFT20
FBF1,IFT20
IFT57,IFT20
KIF3B,IFT20
TREX1,IFT20
F8,MCFD2
LMAN1,MCFD2
MPHOSPH6,C15orf23
MPP6,C15orf23
BCL2,BMF
BCL2L1,BMF
BCL2L2,BMF
MAPK8,BMF
MCL1,BMF
ITGB2,SPAG9
ITGB7,SPAG9
MAP2K4,SPAG9
MAP3K3,SPAG9
MAPK14,SPAG9
MAPK8,SPAG9
MAX,SPAG9
MYC,SPAG9
NFKB1,SPAG9
MVD,BTAF1
TBP,BTAF1
MELK,ZNF622
MYBL2,ZNF622
MAP3K1,RPL14
MAP3K14,RPL14
RPL10,RPL14
RPL10A,RPL14
RPL11,RPL14
RPL12,RPL14
RPL13,RPL14
RPL15,RPL14
RPL17,RPL14
RPL14,RPL18
RPL18A,RPL14
RPL14,RPL19
RPL14,RPL22
RPL23A,RPL14
RPL14,RPL24
RPL26,RPL14
RPL14,RPL27
RPL14,RPL27A
RPL14,RPL28
RPL14,RPL29
RPL14,RPL3
RPL14,RPL30
RPL14,RPL31
RPL14,RPL32
RPL14,RPL34
RPL14,RPL35A
RPL14,RPL37
RPL14,RPL37A
RPL14,RPL38
RPL14,RPL39
RPL14,RPL3L
RPL4,RPL14
RPL14,RPL41
RPL5,RPL14
RPL14,RPL6
RPL14,RPL7
RPL14,RPL7A
RPL8,RPL14
RPL14,RPL9
RPL14,RPLP0
RPLP1,RPL14
RPL14,RPLP2
STAU1,RPL14
UBA52,RPL14
SLBP,THEX1
EGFR,DOK2
IL4R,DOK2
INPP5D,DOK2
LCK,DOK2
NCK1,DOK2
RASA1,DOK2
RET,DOK2
DOK2,TEK
ITK,SH2D2A
KDR,SH2D2A
LCK,SH2D2A
PLCG1,SH2D2A
TXK,SH2D2A
CSNK2B,GADD45GIP1
EXOSC4,GADD45GIP1
GADD45A,GADD45GIP1
GADD45B,GADD45GIP1
GADD45G,GADD45GIP1
AHR,AIP
ARNT,AIP
HSP90AA1,AIP
PPARA,AIP
CCNT1,CCNT2
PTPN12,PSTPIP2
SHBG,PSTPIP2
ABL1,PSTPIP1
PSTPIP1,CD2
PSTPIP1,MEFV
PSTPIP1,PTPN1
PSTPIP1,PTPN12
WAS,PSTPIP1
WASF1,PSTPIP1
CDK2,PRC1
TRIM37,PRC1
SLC3A2,SLC7A7
KRTAP4-12,ZNF439
MDFI,ZNF439
EEF1A1,PAPSS1
BAI2,STARD13
EPB41L1,STARD13
HMGCR,STARD13
HSP90AB1,STARD13
ITPR1,STARD13
K-ALPHA-1,STARD13
KIF1B,STARD13
SMARCD3,STARD13
TAX1BP1,STARD13
TUBA1,STARD13
AKT1,PIAS2
AR,PIAS2
BAT1,PIAS2
CDKN1A,PIAS2
CDKN1C,PIAS2
CDKN2B,PIAS2
PIAS2,ELK1
PIAS2,GRM8
PIAS2,GTF2I
HDAC3,PIAS2
PIAS2,MSX2
PIAS2,PIAS1
PTK2B,PIAS2
SMAD4,PIAS2
PIAS2,STAT4
SUMO1,PIAS2
UBE2I,PIAS2
YWHAH,PIAS2
MAP3K5,MAP3K6
SYT7,AP2A1
SYT7,STX1A
SYT7,STX2
SYT7,STX3
SYT7,STX4
ATXN1,LRSAM1
GABARAPL2,LRSAM1
GPR108,LRSAM1
GRIK5,LRSAM1
GSK3A,LRSAM1
KNS2,LRSAM1
LRSAM1,LOC51252
LRSAM1,MGAT4B
MUTYH,LRSAM1
MYL2,LRSAM1
PHF23,LRSAM1
RP4-691N24.1,LRSAM1
RXRG,LRSAM1
TNFRSF10C,LRSAM1
TSG101,LRSAM1
NR2F6,ANGPTL1
TEK,ANGPTL1
GAS7,ASH2L
HCFC1,ASH2L
MEN1,ASH2L
ASH2L,RBBP5
SMAD9,ASH2L
SP1,ASH2L
TGFBR1,ASH2L
TJP1,CLDN8
TJP1,CLDN6
TJP1,CLDN2
CLDN1,CLDN3
CLDN1,MMP14
CLDN1,MMP2
CLDN1,MPDZ
TJP1,CLDN1
BCL9,PYGO2
CDC73,PYGO2
BRCA1,LDB2
CTBP1,LDB2
LDB2,LMO4
LDB2,LMX1B
LSM3,CCDC45
UBE3A,BPY2
HIST2H2AC,CDY1
DBN1,ZNF598
LOC51252,ZNF598
ZNF598,ZIC4
ATXN1,EIF1AY
EIF5,EIF1AY
RASA4,C16orf34
C16orf34,SLC25A20
XRCC6,C16orf34
CRMP1,C9orf26
ACTG1,TMSB4Y
EWSR1,TMSB4Y
BCL2,PKMYT1
CCNB1,PKMYT1
CDC2,PKMYT1
PIN1,PKMYT1
PLK1,PKMYT1
B2M,CD1A
DPM2,PIGQ
PIGA,PIGQ
PIGC,PIGQ
PIGH,PIGQ
SMAD1,PIGQ
IGHE,SART1
ATXN1,DNAJA3
COIL,DNAJA3
EGFR,DNAJA3
GFI1B,DNAJA3
HSPA1A,DNAJA3
HSPA8,DNAJA3
IFNGR2,DNAJA3
JAK2,DNAJA3
MAP3K1,DNAJA3
MAP3K3,DNAJA3
NFKB1,DNAJA3
NFKB2,DNAJA3
NTRK1,DNAJA3
RAD51,DNAJA3
RASA1,DNAJA3
RELA,DNAJA3
SMAD9,DNAJA3
TNFRSF1A,DNAJA3
TNFRSF1B,DNAJA3
USP7,DNAJA3
MPP3,TRIM41
ZNF263,TRIM41
ZNF473,TRIM41
UNC119,ALDH2
UNC119,ANXA3
UNC119,ARL2
UNC119,ARL3
UNC119,ARL4D
UNC119,ASH2L
UNC119,BCR
UNC119,CCL18
CD247,UNC119
UNC119,CD3E
UNC119,CD4
UNC119,CDC42
UNC119,CDKN2C
UNC119,CETN3
UNC119,CKMT2
UNC119,CKS2
UNC119,DNMT2
UNC119,EIF2S2
UNC119,ERH
FYN,UNC119
UNC119,GSTM4
UNC119,HCK
UNC119,HLA-DQA1
UNC119,HLA-DQA2
UNC119,HMGB1
UNC119,HSPB3
UNC119,HSPE1
UNC119,ID2
UNC119,IL5RA
UNC119,ITSN1
UNC119,LAMA4
LCK,UNC119
UNC119,LYN
MAPK10,UNC119
UNC119,MRPS12
UNC119,PAFAH1B3
UNC119,PAPSS1
UNC119,PFN1
UNC119,PPA1
UNC119,PPAP2C
UNC119,PSMD11
UNC119,PSMD2
UNC119,PTPRS
UNC119,RFC5
UNC119,RGL2
UNC119,RPA2
S100A4,UNC119
UNC119,S100A8
UNC119,SAT1
UNC119,SERPINB9
UNC119,SMN1
UNC119,SMN2
UNC119,SULT1E1
UNC119,TK1
UNC119,TMSB4X
UNC119,TP53BP2
UNC119,UBE2B
UBE2I,UNC119
UNC119,ZNF24
NR5A1,TBX19
KRT15,USP2
NFKB2,USP2
TRAF2,USP2
C7orf20,KIFC2
CEBPG,CREB3L1
CREB3,CREB3L1
CREM,CREB3L1
NFE2,CREB3L1
NFIL3,CREB3L1
ACVR1,ACVR1B
B2M,CD1B
GRB2,USP8
USP8,RASGRF1
USP8,SLBP
USP8,STAM
YWHAB,USP8
USP8,YWHAG
USP8,YWHAZ
PRPF40A,FMNL3
CALCOCO2,DKFZp761E198
PDLIM7,DKFZp761E198
BCL6,MTMR6
SLC2A4,MTMR6
BRCA1,NMI
NMI,FOS
NMI,GCSH
NMI,IFI35
NMI,MAX
NMI,MYC
MYCN,NMI
PSMA1,NMI
NMI,STAT1
NMI,STAT3
NMI,STAT4
NMI,STAT5A
NMI,STAT5B
NMI,STAT6
TUBA2,NMI
MTA1,BLOC1S1
CCNH,MTA1
DDX18,MTA1
DYNLL1,MTA1
MTA1,EBI2
ESR1,MTA1
GRB2,MTA1
HDAC1,MTA1
HDAC2,MTA1
MNAT1,MTA1
RBBP4,MTA1
RBBP7,MTA1
TP53,MTA1
CDC2,LATS1
LIMK1,LATS1
STK3,LATS1
STK4,LATS1
ZYX,LATS1
ATXN1,ATP6V0D1
SCARF1,SCARF2
GRIN1,INA
GRIN2D,INA
STAU1,INA
B2M,CD1D
CALR,CD1D
CANX,CD1D
VCL,SLC16A5
BSG,SLC16A3
ACTN1,PDLIM1
ACTN2,PDLIM1
ACTN4,PDLIM1
PDLIM1,GFAP
PITX2,PDLIM1
SLC2A4,PDLIM1
VIM,PDLIM1
MAP3K3,RQCD1
SLC2A4,RQCD1
SMC3,MXD1
SMC3,MXI1
RAD21,SMC3
SMC3,RPGR
SMC1A,SMC3
CDH5,P2RXL1
PRPF4,CLK1
PRPF4,NHP2L1
SFRS1,PRPF4
TGFBR1,PRPF4
DVL2,PRPF3
PRPF3,DVL3
B2M,CD1E
ARSE,C19orf6
CASP3,PDCD8
HSPA1A,PDCD8
HSPA1B,PDCD8
MAP3K1,PDCD8
MAP3K3,PDCD8
NFKB2,PDCD8
RELA,PDCD8
SLC2A4,PDCD8
STC2,PDCD8
TNFRSF1B,PDCD8
TRADD,PDCD8
KCNQ3,KCNQ4
CDC2,CCNB2
CDK2,CCNB2
CDKN1A,CCNB2
KIF22,CCNB2
MCM2,CCNB2
TGFBR2,CCNB2
CDK2,CCNE2
CDKN1A,CCNE2
CDKN1B,CCNE2
AP1G1,RABEP1
AP1G2,RABEP1
CASP3,RABEP1
RABEP1,GAP43
RAB4A,RABEP1
RAB5A,RABEP1
TSC2,RABEP1
YWHAG,RABEP1
RNU3,RNU3IP2
ARHGEF1,CD44
ARHGEF1,GBF1
ARHGEF1,PRKCA
SMAD2,ARHGEF1
ATN1,CBFA2T2
CBFA2T2,CBFA2T3
CBFB,CBFA2T2
MDFI,CBFA2T2
RERE,CBFA2T2
RUNX1,CBFA2T2
RUNX1T1,CBFA2T2
MDFI,ATG12
PLSCR1,ATG12
PTK2,ATG12
PDCD5,ACP5
EEF1G,PDCD5
XRCC6,XRCC6BP1
SLC2A4,SYNGR2
CLTC,HGS
HGS,DLG4
HGS,EGFR
HGS,EPS15
HGS,GFI1B
HGS,HAP1
HGS,KRT18
HGS,KRT19
HGS,LYST
HGS,MAP3K7
HGS,MET
HGS,NEDD4
HGS,NF2
HGS,NMI
HGS,PAK1
HGS,PIK3R1
SMAD2,HGS
HGS,SMAD3
HGS,SNAP25
HGS,SNX1
HGS,STAM
HGS,TADA2L
TSG101,HGS
HGS,UBA52
UBB,HGS
UBC,HGS
HGS,UBE2I
DYRK1B,MAP2K3
MAPK1,DYRK1B
DYRK1B,MAPK14
DYRK1B,MBP
DYRK1B,PCBD1
DYRK1B,TCF1
CANX,CD3D
CSNK2A1,CTDP1
CSNK2A2,CTDP1
CTDP1,CSNK2B
CTDP1,E2F1
CTDP1,ELL
CTDP1,ERH
CTDP1,GTF2F1
CTDP1,IRF1
POLR2A,CTDP1
CTDP1,POLR2B
PRMT1,CTDP1
CTDP1,SNRP70
SNRPB,CTDP1
CTDP1,TCEA1
FURIN,COL23A1
LSM8,COL23A1
UBXD5,RND1
UBXD5,RND2
UBXD5,RND3
TRAF2,UBXD5
UBXD5,ZFYVE9
MLH1,EXO1
MSH2,EXO1
MSH3,EXO1
PCNA,EXO1
PMS2,EXO1
CSNK2A1,FIBP
CSNK2B,FIBP
FIBP,FGF1
CSDE1,PCSK7
HNRPD,PCSK7
HSPA5,PCSK7
CD3E,CD3D
ACTA1,NEXN
GRB2,NEXN
ATP5A1,ATPAF2
ATP5B,ATPAF2
CDH15,BOC
CDH2,BOC
CDON,BOC
CTNNB1,BOC
RIF1,BOC
CHUK,EBAG9
ESR1,EBAG9
NCOA3,EBAG9
POLR2A,EBAG9
IRAK1,NALP12
PYCARD,NALP12
COX1,COX7A2L
COX2,COX7A2L
COX3,COX7A2L
COX4I1,COX7A2L
COX5B,COX7A2L
COX6A1,COX7A2L
COX6B1,COX7A2L
COX6C,COX7A2L
COX7B,COX7A2L
COX7C,COX7A2L
COX8A,COX7A2L
MAGEA11,COX7A2L
TMOD1,TMSB10
PSEN1,SFRS2IP
SFRS1,SFRS2IP
SFRS2,SFRS2IP
SFRS3,SFRS2IP
SFRS4,SFRS2IP
SNRP70,SFRS2IP
SRPK1,SFRS2IP
CD3D,CD3G
CD3E,CD3G
BCL6,EDG4
TRIP6,EDG4
CKM,MYOM2
MYH9,MYOM2
TTN,MYOM2
IL1RL1,MYD88
BCL6,IDI2
ABL1,YTHDC1
EMD,YTHDC1
FYN,YTHDC1
KHDRBS1,YTHDC1
KHDRBS3,YTHDC1
SFRS1,YTHDC1
SFRS10,YTHDC1
SFRS2,YTHDC1
SFRS9,YTHDC1
SRC,YTHDC1
YTHDC1,TXK
IKBKB,MAP3K13
ATXN1,C2orf10
NEK9,BICD2
MBP,NEK9
NEK6,NEK9
RAN,NEK9
SSRP1,NEK9
SUPT16H,NEK9
ABL1,CABLES1
CCNA1,CABLES1
CCNE1,CABLES1
CDK3,CABLES1
CDK5,CABLES1
TDRD7,CABLES1
TP53,CABLES1
TP73,CABLES1
PAFAH1B3,CHMP7
AP4M1,ARF1
AP4M1,CD63
AP4M1,LAMP2
IL6ST,OSMR
JAK1,OSMR
JAK2,OSMR
OSM,OSMR
NFKBIE,ARHGEF2
PAK1,ARHGEF2
RAC1,ARHGEF2
RHOA,ARHGEF2
YWHAE,ARHGEF2
YWHAG,ARHGEF2
YWHAZ,ARHGEF2
PAM,PAMCI
BUB3,BUB1
BUB3,BUB1B
BUB3,CDC20
BUB3,MAD2L1
PARP1,BUB3
SLC2A4,BUB3
REPS2,DDEF2
EPS15,REPS2
GRB2,REPS2
PXN,REPS2
RALB,REPS2
BMP4,CHRDL1
DHX9,DDX21
JUN,DDX21
MAP3K14,DDX21
NFKB2,DDX21
DDX21,PIAS1
RELA,DDX21
TOP1,DDX21
ZBED1,FANCG
ZBED1,PSAP
ZBED1,RENBP
ZBED1,TRAPPC2
UBE2I,ZBED1
CD247,CD2
CD247,CD3D
CD247,CD3E
CASP10,DEDD
CASP3,DEDD
CASP8,DEDD
CFLAR,DEDD
FADD,DEDD
DEDD,GTF3C1
KRT18,DEDD
DEDD,KRT8
COG4,COG7
COG5,COG7
ACTN1,MYOZ3
ACTN2,MYOZ3
FLNC,MYOZ3
LDB3,MYOZ3
PPP3CA,MYOZ3
PPP3CB,MYOZ3
TCAP,MYOZ3
ACVR1,ACVR2A
ACVR2A,ACVR1B
CD2,CD4
CDK9,ZMYM6
PLSCR1,MGC21675
FLII,LRRFIP1
MYOC,GGTLA4
FLII,LRRFIP2
GRB2,LRRFIP2
CAMK2D,CD5
CBL,CD5
CD2,CD5
CD247,CD5
CD4,CD5
BMPR1B,BMP15
GDF9,BMP15
BIRC5,AURKB
CENPA,AURKB
AURKB,DES
AURKB,HIST1H3A
AURKB,INCENP
RASA1,AURKB
AURKB,Sep-01
AURKB,TACC1
TGFBR1,AURKB
SLC2A4,MTDH
DAG1,LARGE
VAMP1,VAPB
VAMP2,VAPB
ARFIP1,MTG1
MX1,MTG1
RAB1B,MTG1
RAB6B,MTG1
RAPGEF6,MTG1
NSF,VAPA
VAPA,OSBP
VAMP1,VAPA
VAMP2,VAPA
RBBP4,MTA2
RBBP7,MTA2
SATB1,MTA2
TP53,MTA2
ATXN1,TIAF1
GRB2,TIAF1
JAK3,TIAF1
CEBPB,NOLC1
COIL,NOLC1
CSNK2A1,NOLC1
CSNK2B,NOLC1
E2F4,NOLC1
GTF2B,NOLC1
PRKACA,NOLC1
NOLC1,USP4
YWHAG,NOLC1
MAGI1,ACTN4
ATN1,MAGI1
MAGI1,BAI1
MAGI1,CLCN5
CTNNB1,MAGI1
MAGI1,DAG1
MAGI1,IL6R
MAGI1,LRP2
RASA1,MAGI1
MAGI1,TFAP2A
MAGI1,TP53BP2
RBP1,LRAT
RBP2,LRAT
ADRB1,DLGAP2
DLG1,DLGAP2
DLG4,DLGAP2
GRK5,DLGAP2
NOS1,DLGAP2
SORBS2,DLGAP2
RIC8A,ZNF585B
APC,DLGAP1
DLG1,DLGAP1
DLG2,DLGAP1
DLG4,DLGAP1
DLGAP1,DLGAP2
DYNLL1,DLGAP1
GRIN2A,DLGAP1
GRIN2C,DLGAP1
KCNA4,DLGAP1
SORBS2,DLGAP1
RGS9,GLYATL1
ALCAM,CD6
CD5,CD6
IKBKG,RAB11B
RAB11B,MYO5B
SLC2A4,RAB11B
RAB11B,SREBF2
DLG5,CD81
CTNNB1,DLG5
DLG5,DLST
DLG5,PFN1
DLG5,TERF1
CDC2,PTTG1
CDC20,PTTG1
DNAJA1,PTTG1
PTTG1,PTTG1IP
RPS10,PTTG1
TP53,PTTG1
XRCC6,PTTG1
CAB39,LYK5
SMAD4,LYK5
STK11,LYK5
PHYHIP,C1orf156
RCHY1,SCYL1BP1
SCYL1,SCYL1BP1
PRTN3,IL32
INADL,CRB3
MPP5,CRB3
PARD6A,CRB3
EGFR,TBRG4
PTN,TBRG4
PNMA1,MSI1
PRKCG,PNMA1
PRKCI,PNMA1
TNNT1,PNMA1
BMP2,NOG
BMP4,NOG
BMP5,NOG
BMP7,NOG
EWSR1,MSC
ID2,MSC
TCF12,MSC
TCF3,MSC
TCF4,MSC
CHMP4C,CHMP4A
PDCD6IP,CHMP4C
CHMP4C,VPS4A
CNTFR,CRLF1
UBE2L6,PARK2
UBE2L6,SIAH2
TRIM25,UBE2L6
UBE2L6,UBE3A
B2M,CD8A
CD3D,CD8A
RPS6KA5,ATF1
ATF2,RPS6KA5
BAD,RPS6KA5
CEBPB,RPS6KA5
CREB1,RPS6KA5
CREBBP,RPS6KA5
RPS6KA5,EIF4EBP1
EP300,RPS6KA5
RPS6KA5,ETV1
RPS6KA5,HIST1H1B
RPS6KA5,HIST3H3
RPS6KA5,HMGN1
RPS6KA5,HSPB2
MAPK11,RPS6KA5
MBP,RPS6KA5
PLA2G4A,RPS6KA5
RELA,RPS6KA5
STAT1,RPS6KA5
STAT3,RPS6KA5
STK11,RPS6KA5
RPS6KA5,TH
GRB2,SPECC1
SMAD3,SPECC1
APP,NUMBL
ATXN1,NUMBL
EPS15,NUMBL
NOTCH1,NUMBL
YWHAG,NUMBL
ATP5A1,SCYE1
JTV1,SCYE1
MAPK14,SCYE1
MARS,SCYE1
RARS,SCYE1
SLC2A4,SCYE1
TSPO,BZRAP1
CCDC85B,ZNF764
KRTAP4-12,ZNF764
MDFI,ZNF764
PLSCR1,ZNF764
SUFU,ZNF764
CD247,CD8B
CD3D,CD8B
CD8A,CD8B
PDLIM7,BSG
PDLIM7,GEM
PDLIM7,GFAP
GRB2,PDLIM7
PCBP1,PDLIM7
PRKCA,PDLIM7
PRKCB1,PDLIM7
PRKCZ,PDLIM7
RET,PDLIM7
PDLIM7,SPP1
PDLIM7,TPM2
UBE2I,PDLIM7
ZNF165,PDLIM7
ARAF,TIMM50
BRAF,TIMM50
DNM1,TIMM50
IKBKB,TIMM50
IKBKG,TIMM50
MAP3K1,TIMM50
MAP3K14,TIMM50
MAP3K3,TIMM50
MAP3K7IP2,TIMM50
